seconds,sensor_accX_m_s_,sensor_accY_m_s_,sensor_accZ_m_s_,sensor_gyroX___s_,sensor_gyroY___s_,sensor_gyroZ___s_,sensor_magX__T_,sensor_magY__T_,sensor_magZ__T_,sensor_yaw___,sensor_pitch___,sensor_roll___,label3
0.0,2.04146194458008,-1.99361050128937,9.25626277923584,0.137196004390717,0.0152439996600151,0.297257989645004,-1284.30004882812,2.10000014305115,-928.500061035156,-0.844737004331908,0.213050442501247,0.212340250827314,ST
0.0333333333333333,2.05402302742004,-1.97207736968994,9.19525146484375,0.106707997620106,0.0457319989800453,0.37347799539566,-1286.70007324219,2.10000014305115,-933.300048828125,-0.845686526044218,0.214630245903012,0.21133625568452,ST
0.0666666666666667,2.03548049926758,-1.99480676651001,9.22695350646973,0.0381099991500378,-0.0685980021953583,0.304879993200302,-1284.30004882812,2.10000014305115,-933.300048828125,-0.846888497510557,0.212678379025488,0.212747847132237,ST
0.1,2.03667688369751,-2.04265832901001,9.27420711517334,0.0381099991500378,-0.0685980021953583,0.243903994560242,-1289.10009765625,3.90000009536743,-933.300048828125,-0.84836475217423,0.211479290950422,0.216269061680129,ST
0.133333333333333,2.03488230705261,-2.10606145858765,9.32205867767334,-0.0076219998300075,-0.0533539988100529,0.0152439996600151,-1284.30004882812,1.5,-940.500061035156,-0.849551515772033,0.210045729244261,0.221577011269251,ST
0.166666666666667,2.04564905166626,-2.04863977432251,9.19704627990723,0.304879993200302,-0.152439996600151,0.167683988809586,-1279.5,0.900000035762787,-935.700012207031,-0.84980344550234,0.213525273929612,0.21904609299048,ST
0.2,2.01454544067383,-2.00258255004883,9.24250507354736,0.655492007732391,-0.243903994560242,0.289635986089706,-1291.5,2.10000014305115,-930.900024414062,-0.849925590746806,0.210643529409748,0.213257053399496,ST
0.233333333333333,2.02112507820129,-1.92243146896362,9.36153602600098,0.945127964019775,-0.365855991840363,0.449698001146317,-1289.10009765625,2.70000004768372,-935.700012207031,-0.849749607108655,0.209117499558739,0.202723189943957,ST
0.266666666666667,2.04684519767761,-1.71786665916443,9.34000205993652,1.27287399768829,-0.586893975734711,0.670735955238342,-1281.90002441406,2.10000014305115,-930.900024414062,-0.848607863562981,0.212583101392674,0.18281074507607,ST
0.3,2.15630531311035,-1.61737859249115,9.25745868682861,1.38720393180847,-0.609759986400604,0.846041977405548,-1289.10009765625,2.70000004768372,-930.900024414062,-0.849969454404315,0.224615717307723,0.172406285554319,ST
0.333333333333333,2.26576566696167,-1.50253510475159,9.24310302734375,1.21189796924591,-0.655492007732391,0.769822001457214,-1286.70007324219,0.900000035762787,-933.300048828125,-0.850698001872926,0.236588873381315,0.161025801764966,ST
0.366666666666667,2.35010361671448,-1.4941611289978,9.19704627990723,0.891773998737335,-0.541162014007568,0.792688012123108,-1289.10009765625,2.10000014305115,-933.300048828125,-0.853594255164721,0.246377739828492,0.160019008715492,ST
0.4,2.31840205192566,-1.47262799739838,9.13005447387695,0.495429992675781,-0.419209986925125,0.708845973014832,-1293.90002441406,0.300000011920929,-926.100036621094,-0.856023618759015,0.246182415661926,0.159467751708881,ST
0.433333333333333,2.28610253334045,-1.57550859451294,9.27001953125,0.0076219998300075,-0.198172003030777,0.503051996231079,-1286.70007324219,2.10000014305115,-930.900024414062,-0.859530099345261,0.239564825598239,0.167508527631705,ST
0.466666666666667,2.26576566696167,-1.6783891916275,9.24908447265625,-0.175305992364883,0.0533539988100529,0.320124000310898,-1293.90002441406,1.5,-930.900024414062,-0.862856784113479,0.236740766272554,0.178389729059164,ST
0.5,2.18860507011414,-1.76990509033203,9.2347297668457,-0.297257989645004,0.205793991684914,0.0685980021953583,-1291.5,2.70000004768372,-930.900024414062,-0.865041451876812,0.229453203460256,0.188341019433194,ST
0.533333333333333,1.91704821586609,-1.7866530418396,9.20721435546875,-0.327746003866196,0.221037998795509,-0.190549999475479,-1286.70007324219,1.5,-930.900024414062,-0.864907058684116,0.205105418983438,0.191640507021088,ST
0.566666666666667,1.87039303779602,-1.93379616737366,9.17969989776611,-0.335367977619171,0.25152599811554,-0.190549999475479,-1286.70007324219,2.70000004768372,-930.900024414062,-0.866898852607831,0.197607733746848,0.205902571117122,ST
0.6,1.86142086982727,-1.96549785137177,9.39742469787598,-0.411587983369827,0.0381099991500378,-0.495429992675781,-1286.70007324219,2.10000014305115,-935.700012207031,-0.865416018757055,0.192427075396856,0.206618575949185,ST
0.633333333333333,1.96071267127991,-2.01753616333008,9.39742469787598,-0.0533539988100529,-0.708845973014832,-0.205793991684914,-1286.70007324219,1.5,-933.300048828125,-0.866080896575243,0.201517539951398,0.211063759147883,ST
0.666666666666667,2.03009724617004,-1.95951640605927,9.27958965301514,0.205793991684914,-0.914639949798584,0.0609759986400604,-1286.70007324219,2.70000004768372,-935.700012207031,-0.86633594807552,0.210937098411006,0.208275669863533,ST
0.7,2.13836121559143,-2.00796604156494,9.12885761260986,0.381099998950958,-0.663114011287689,0.46494197845459,-1284.30004882812,2.70000004768372,-928.500061035156,-0.869698524804161,0.223846906243172,0.215021084192053,ST
0.733333333333333,2.06179881095886,-1.98224580287933,9.2466926574707,0.442075997591019,-0.403965979814529,0.350611984729767,-1286.70007324219,2.70000004768372,-930.900024414062,-0.870338552638404,0.216388885133415,0.211171035034617,ST
0.766666666666667,2.15690350532532,-2.08572459220886,9.23652362823486,0.442075997591019,-0.358233988285065,0.0762199983000755,-1284.30004882812,2.10000014305115,-928.500061035156,-0.872966772839792,0.223444533179325,0.219995396958411,ST
