seconds,sensor_accX_m_s_,sensor_accY_m_s_,sensor_accZ_m_s_,sensor_gyroX____s_,sensor_gyroY____s_,sensor_gyroZ____s_,sensor_magX___T_,sensor_magY___T_,sensor_magZ___T_,sensor_yaw____,sensor_pitch____,sensor_roll____,label4
0.0,-1.997199416,-0.393578082,9.415966988,0.137196004,-1.105189919,0.762199998,-1183.5,13.50000095,-911.7000122,1.330526177,-0.210063633,0.040328696,ST
0.0333333333333333,-1.998395681,-0.379820794,9.401013374,0.137196004,-0.693601966,0.663114011,-1193.100098,11.10000038,-918.9000244,1.328962211,-0.208516075,0.039974494,ST
0.0666666666666667,-2.068378448,-0.32479164,9.451855659,-0.015244,-0.655492008,0.518296003,-1178.700073,10.5,-923.7000122,1.32676321,-0.213058257,0.035343074,ST
0.1,-2.05462122,-0.340941489,9.426135063,0.007622,-0.685979962,0.663114011,-1181.100098,11.10000038,-926.1000366,1.325310565,-0.21326937,0.035772599,ST
0.133333333333333,-2.068976641,-0.338548928,9.399816513,-0.129574001,-0.716467977,0.640248001,-1188.300049,16.5,-926.1000366,1.323782956,-0.214897161,0.03593354,ST
0.166666666666667,-2.07794857,-0.347521067,9.314282417,-0.472563982,-0.922261953,1.028970003,-1195.5,19.5,-926.1000366,1.321161916,-0.217350008,0.037429987,ST
0.2,-2.014545441,-0.378624499,9.423144341,-0.762199998,-0.990859985,1.410069942,-1183.5,8.700000763,-923.7000122,1.318125487,-0.210538399,0.040236017,ST
0.233333333333333,-1.84048593,-0.519786239,9.513463974,-0.685979962,-0.663114011,1.356715918,-1193.100098,18.30000114,-935.7000122,1.317096752,-0.193965617,0.052266758,ST
0.266666666666667,-1.731623888,-0.628648281,9.637877464,-0.594515979,-0.762199998,0.868907988,-1185.900024,9.300000191,-918.9000244,1.31679896,-0.179753801,0.063139209,ST
0.3,-1.787251234,-0.602329969,9.515856743,-0.137196004,-1.006103992,0.663114011,-1190.700073,16.5,-914.1000366,1.314904211,-0.183005667,0.063206824,ST
0.333333333333333,-1.804597378,-0.60711509,9.470995903,0.274392009,-0.80793196,0.243903995,-1205.100098,8.700000763,-923.7000122,1.314387142,-0.185816254,0.063392603,ST
0.366666666666667,-1.782466054,-0.57900238,9.603783607,0.503051996,-0.663114011,0.190549999,-1190.700073,9.900000572,-918.9000244,1.313471791,-0.182810673,0.060095168,ST
0.4,-1.781269789,-0.583189368,9.550548553,0.754577994,-0.739333987,0.42683199,-1195.5,11.10000038,-928.500061,1.312590848,-0.182812193,0.059621606,ST
0.433333333333333,-1.909870505,-0.499449372,9.428527832,0.876529992,-0.579271972,0.564027965,-1188.300049,11.70000076,-918.9000244,1.310357162,-0.195443568,0.052892631,ST
0.466666666666667,-1.869794965,-0.446812809,9.489538193,0.967993975,-0.625003994,0.72408998,-1207.5,6.900000095,-930.9000244,1.307880188,-0.193737976,0.046671307,ST
0.5,-1.892524362,-0.406737208,9.40699482,0.510674,-0.967993975,0.975615978,-1190.700073,9.900000572,-921.3000488,1.305079404,-0.196134613,0.042916029,ST
0.533333333333333,-1.668818831,-0.516795516,9.438695908,0.167683989,-0.754577994,0.983237982,-1185.900024,9.300000191,-904.500061,1.304506341,-0.178069967,0.051834334,ST
0.566666666666667,-1.586873293,-0.471934795,9.619933128,-0.007622,-0.647870004,0.800309956,-1195.5,8.100000381,-918.9000244,1.302197889,-0.165422789,0.049397037,ST
0.6,-1.580293775,-0.429466665,9.594213486,0.007622,-0.876529992,0.594515979,-1205.100098,18.90000153,-918.9000244,1.300070186,-0.16233129,0.045459207,ST
0.633333333333333,-1.460067034,-0.509019673,9.627709389,0.121951997,-0.72408998,0.495429993,-1195.5,8.100000381,-914.1000366,1.299783758,-0.151750166,0.051054334,ST
0.666666666666667,-1.434944987,-0.491673529,9.583446503,0.236281991,-0.701223969,0.251525998,-1190.700073,9.300000191,-909.3000488,1.299124321,-0.147992557,0.050819319,ST
0.7,-1.492366672,-0.428868502,9.537389755,0.282013983,-0.602137983,0.015244,-1197.900024,18.90000153,-921.3000488,1.298356851,-0.15280102,0.04572098,ST
0.733333333333333,-1.507918477,-0.403746516,9.570287704,0.556405962,-0.434453994,0.175305992,-1200.300049,8.100000381,-916.500061,1.297550483,-0.154873766,0.042062346,ST
0.766666666666667,-1.492366672,-0.455784947,9.58045578,0.373477995,-0.236281991,0.022865999,-1207.5,15.30000019,-923.7000122,1.298198951,-0.154135137,0.045907305,ST
0.8,-1.457076311,-0.462364525,9.499706268,-0.038109999,-0.419209987,0.091463998,-1202.700073,15.30000019,-921.3000488,1.298262312,-0.151801764,0.048176721,ST
0.833333333333333,-1.490572333,-0.451597929,9.548155785,-0.205793992,-0.53354001,0.121951997,-1209.900024,10.5,-918.9000244,1.29772896,-0.153460761,0.047675113,ST
0.866666666666667,-1.431954265,-0.499449372,9.515856743,0.152439997,-0.289635986,0.457319975,-1207.5,16.5,-926.1000366,1.297236266,-0.149654002,0.051166472,ST
0.9,-1.424776554,-0.469542235,9.533801079,-0.114329994,0.045731999,0.350611985,-1202.700073,9.900000572,-911.7000122,1.296185395,-0.148557133,0.049691131,ST
