seconds,sensor_accX_m_s_,sensor_accY_m_s_,sensor_accZ_m_s_,sensor_gyroX____s_,sensor_gyroY____s_,sensor_gyroZ____s_,sensor_magX___T_,sensor_magY___T_,sensor_magZ___T_,sensor_yaw____,sensor_pitch____,sensor_roll____,label3
0.0,1.793232679,-1.045553923,9.48236084,-1.493911982,0.853663981,1.410069942,-1320.300049,20.10000038,-885.3000488,1.80979252,0.18345312,0.105612483,ST
0.0333333333333333,1.672407746,-0.96958977,9.654625893,-1.227141976,1.623485923,0.945127964,-1315.5,18.90000153,-882.9000244,1.808985123,0.170866517,0.10310293,ST
0.0666666666666667,1.68496871,-1.193893313,9.650438309,-0.853663981,1.699705958,0.396344006,-1325.100098,24.90000153,-882.9000244,1.805945113,0.169021182,0.120296471,ST
0.1,1.429561734,-1.126901388,9.534399033,-0.640248001,1.669217944,-0.045731999,-1320.300049,23.10000038,-873.3000488,1.806938766,0.149785479,0.119019814,ST
0.133333333333333,1.385299087,-1.282418489,9.603185654,-1.12805593,1.836901903,-0.030487999,-1315.5,24.90000153,-892.500061,1.806097617,0.141054788,0.131507891,ST
0.166666666666667,1.204061747,-1.625154495,9.518249512,-0.929883957,1.951231956,0.091463998,-1310.700073,29.10000038,-887.7000122,1.802584613,0.120914203,0.170218706,ST
0.2,0.784165442,-1.402047157,9.724010468,-0.609759986,2.218001842,-0.487807989,-1298.700073,25.50000191,-902.1000366,1.806786264,0.085018456,0.149370717,ST
0.233333333333333,0.64958328,-1.360177159,9.853807449,0.015244,2.004585981,0.419209987,-1301.100098,23.10000038,-911.7000122,1.807231459,0.066352515,0.139618342,ST
0.266666666666667,0.684275568,-1.444515228,9.554736137,0.205793992,1.798792005,0.861285985,-1293.900024,27.90000153,-894.9000244,1.805292038,0.067165468,0.147713108,ST
0.3,0.608311415,-1.288998127,9.660009384,0.274392009,1.737815976,0.998481989,-1289.100098,27.30000114,-897.3000488,1.804331505,0.060719209,0.135370078,ST
0.333333333333333,0.723752975,-1.359578967,9.7150383,0.464941978,1.539644003,1.059458017,-1289.100098,25.50000191,-904.500061,1.801926684,0.069154185,0.137862471,ST
