seconds,sensor_accX_m_s_,sensor_accY_m_s_,sensor_accZ_m_s_,sensor_gyroX____s_,sensor_gyroY____s_,sensor_gyroZ____s_,sensor_magX___T_,sensor_magY___T_,sensor_magZ___T_,sensor_yaw____,sensor_pitch____,sensor_roll____,label1
0.0,-0.275743902,0.097497307,9.70486927,0.42683199,-0.335367978,0.365855992,-1212.300049,-1.5,-899.7000122,2.050247645,-0.026421401,-0.008848327,ST
0.0333333333333333,-0.193200186,0.025720147,9.496715546,0.556405962,-0.564027965,0.602137983,-1212.300049,-2.100000143,-918.9000244,2.049294961,-0.021382538,-0.005182668,ST
0.0666666666666667,-0.097497307,0.056225438,9.743150711,0.213415995,-0.541162014,0.388722003,-1221.900024,3.300000191,-899.7000122,2.048562884,-0.012288514,-0.00589946,ST
0.1,-0.041271865,-0.029309006,9.648046494,0.29725799,-0.571649969,0.221037999,-1212.300049,-0.300000012,-897.3000488,2.048210682,-0.005640851,0.000309922,ST
0.133333333333333,-0.126208171,0.04844958,9.670775414,0.282013983,-0.487807989,-0.045731999,-1202.700073,-2.100000143,-890.1000366,2.048265977,-0.010397475,-0.003905334,ST
0.166666666666667,-0.117236026,0.019140575,9.663000107,0.373477995,-0.289635986,-0.099086002,-1207.5,0.900000036,-897.3000488,2.048483694,-0.011333904,-0.002934533,ST
0.2,-0.197387174,-0.014355431,9.657018661,0.259148002,-0.472563982,0.121951997,-1217.100098,-0.300000012,-897.3000488,2.048293603,-0.017639059,8.57546e-05,ST
0.233333333333333,-0.088525161,-0.081347443,9.605578423,-0.152439997,-0.350611985,0.274392009,-1209.900024,3.300000191,-887.7000122,2.047901499,-0.01132224,0.00612889,ST
0.266666666666667,-0.059814297,-0.078954875,9.7084589,-0.121951997,-0.396344006,0.282013983,-1219.5,3.300000191,-892.500061,2.047362825,-0.006935141,0.007787853,ST
0.3,-0.103478737,-0.07596416,9.628905296,0.114329994,-0.449698001,0.243903995,-1224.300049,-5.100000381,-892.500061,2.046910522,-0.009132517,0.007713918,ST
0.333333333333333,-0.044860724,-0.080151156,9.654625893,0.060975999,-0.449698001,0.365855992,-1205.100098,2.100000143,-906.9000244,2.046256215,-0.005380393,0.008053652,ST
0.366666666666667,-0.019738719,-0.075366013,9.719822884,-0.137196004,-0.472563982,0.335367978,-1214.700073,3.900000095,-909.3000488,2.045651239,-0.002409355,0.008008982,ST
0.4,-0.026916433,-0.081347443,9.721617699,0.213415995,-0.602137983,0.411587983,-1219.5,-2.700000048,-894.9000244,2.04488895,-0.001911813,0.007997726,ST
0.433333333333333,0.01614986,-0.046655152,9.680345535,0.381099999,-0.594515979,0.457319975,-1219.5,-2.100000143,-885.3000488,2.044091237,0.001313559,0.005310172,ST
0.466666666666667,0.078954875,0.005981429,9.663598061,0.388722003,-0.739333987,0.487807989,-1229.100098,3.300000191,-899.7000122,2.043260744,0.007008831,0.000692478,ST
0.5,0.091515876,-0.014355431,9.642065048,0.358233988,-0.861285985,0.556405962,-1221.900024,-2.100000143,-890.1000366,2.042292079,0.00979519,0.000817963,ST
0.533333333333333,0.143554315,-0.041271865,9.789207458,0.236281991,-0.762199998,0.525918007,-1217.100098,5.700000286,-906.9000244,2.04120959,0.014515084,0.003100989,ST
0.566666666666667,0.266771764,-0.0765623,9.613951683,0.655492008,-0.373477995,0.663114011,-1226.700073,4.5,-897.3000488,2.039915916,0.024577811,0.005815169,ST
0.6,0.17884475,-0.042468149,9.688719749,0.373477995,-0.236281991,0.480185986,-1229.100098,-0.900000036,-902.1000366,2.039051974,0.020433736,0.004317097,ST
0.633333333333333,0.122021168,-0.058618013,9.616942406,0.335367978,-0.160062,0.388722003,-1236.300049,2.100000143,-899.7000122,2.038290785,0.014921472,0.005205947,ST
0.666666666666667,0.157909751,-0.101086162,9.680345535,0.335367978,-0.282013983,0.350611985,-1219.5,4.5,-890.1000366,2.037543226,0.01632874,0.008701154,ST
0.7,0.144750595,-0.10946016,9.615148544,0.251525998,-0.282013983,0.190549999,-1224.300049,0.900000036,-899.7000122,2.037144859,0.015747721,0.010360555,ST
0.733333333333333,0.044860724,-0.078356728,9.828086853,0.335367978,-0.213415995,0.045731999,-1219.5,-3.300000191,-899.7000122,2.037075243,0.007905243,0.008204459,ST
0.766666666666667,0.075366013,-0.06998273,9.604381561,0.556405962,-0.213415995,0.228659987,-1236.300049,-6.900000095,-906.9000244,2.036656044,0.008130798,0.006836426,ST
0.8,0.095702872,0.0,9.690514565,0.480185986,-0.129574001,0.152439997,-1241.100098,2.100000143,-897.3000488,2.036431716,0.009508312,0.001471757,ST
0.833333333333333,0.084936298,0.021533147,9.687523842,0.586893976,-0.228659987,0.160062,-1229.100098,4.5,-897.3000488,2.03614415,0.009252056,-0.00206525,ST
0.866666666666667,0.056823581,0.026318291,9.613353729,0.449698001,-0.396344006,0.205793992,-1224.300049,3.900000095,-885.3000488,2.035759877,0.007297789,-0.003138403,ST
0.9,0.11424531,-0.01614986,9.590025902,0.243903995,-0.350611985,0.342989981,-1238.700073,0.300000012,-892.500061,2.035136533,0.010953063,-6.01008e-05,ST
0.933333333333333,0.236266479,-0.083740018,9.712645531,0.175305992,-0.259148002,0.228659987,-1217.100098,1.5,-894.9000244,2.034643337,0.020615233,0.00580064,ST
0.966666666666667,0.248827472,-0.07716044,9.744945526,0.365855992,-0.320124,-0.022865999,-1236.300049,0.300000012,-892.500061,2.034642066,0.024441031,0.006833932,ST
1.0,0.055029154,0.04844958,9.697691917,0.480185986,-0.411587983,-0.060975999,-1229.100098,1.5,-904.500061,2.034889942,0.011821688,-0.002025573,ST
1.03333333333333,-0.068786442,0.061608724,9.579259872,0.144817993,-0.632625997,0.716467977,-1219.5,5.100000381,-882.9000244,2.033672065,-0.000690327,-0.005278986,ST
1.06666666666667,0.272753209,-0.153124601,9.686925888,-0.304879993,-0.541162014,1.051836014,-1229.100098,2.700000048,-894.9000244,2.031588881,0.020907922,0.010415699,ST
1.1,0.311034352,-0.154919028,9.855601311,0.213415995,-0.373477995,0.685979962,-1236.300049,2.700000048,-892.500061,2.030224441,0.029086031,0.014013681,ST
1.13333333333333,0.208153754,-0.089123301,9.669579506,0.487807989,-0.236281991,0.198172003,-1224.300049,1.5,-899.7000122,2.029949854,0.023987802,0.009995471,ST
1.16666666666667,0.18482618,-0.07596416,9.636681557,0.327746004,-0.236281991,0.236281991,-1231.5,2.100000143,-902.1000366,2.029567085,0.020909269,0.008124534,ST
1.2,0.228490621,-0.07117901,9.670775414,0.213415995,-0.327746004,0.152439997,-1233.900024,1.5,-897.3000488,2.029300703,0.023248152,0.007318752,ST
1.23333333333333,0.275145769,-0.10886202,9.68214035,0.335367978,-0.342989981,0.045731999,-1229.100098,2.700000048,-894.9000244,2.029134896,0.027425052,0.009742289,ST
1.26666666666667,0.204564899,-0.119030453,9.611559868,0.381099999,-0.243903995,-0.007622,-1219.5,-3.900000095,-899.7000122,2.029091635,0.02342484,0.011123973,ST
1.3,0.088525161,-0.026318291,9.716234207,0.320124,-0.304879993,0.182927996,-1229.100098,2.700000048,-890.1000366,2.02887711,0.013786345,0.004852734,ST
1.33333333333333,0.237462759,-0.123217449,9.648644447,0.205793992,-0.289635986,0.381099999,-1241.100098,-0.300000012,-892.500061,2.028115151,0.02170057,0.010145749,ST
1.36666666666667,0.247631192,-0.080749303,9.750329018,0.274392009,-0.358233988,0.282013983,-1229.100098,0.900000036,-887.7000122,2.027649087,0.024715042,0.008515483,ST
1.4,0.212340757,-0.096899159,9.641466141,0.365855992,-0.289635986,0.205793992,-1226.700073,0.300000012,-890.1000366,2.027200754,0.02304412,0.009204476,ST
1.43333333333333,0.202172324,-0.081347443,9.652233124,0.29725799,-0.198172003,0.205793992,-1217.100098,2.700000048,-885.3000488,2.026850862,0.021813766,0.00830415,ST
1.46666666666667,0.187218755,-0.067590155,9.635484695,0.221037999,-0.144817993,0.205793992,-1231.5,2.100000143,-887.7000122,2.026477982,0.020237286,0.00707353,ST
1.5,0.188415036,-0.116637878,9.699486732,0.213415995,-0.137196004,0.114329994,-1231.5,3.300000191,-902.1000366,2.026191956,0.019817915,0.010397691,ST
1.53333333333333,0.187218755,-0.146545023,9.679747581,0.274392009,-0.099086002,0.129574001,-1224.300049,3.900000095,-885.3000488,2.025873362,0.019588424,0.013545495,ST
1.56666666666667,0.156713456,-0.153722748,9.686326981,0.327746004,-0.121951997,0.182927996,-1229.100098,2.100000143,-892.500061,2.025521149,0.017347519,0.01477421,ST
1.6,0.123815596,-0.147741318,9.706664085,0.350611985,-0.251525998,0.228659987,-1229.100098,1.5,-882.9000244,2.025111748,0.014438022,0.014662114,ST
1.63333333333333,0.187218755,-0.153722748,9.706664085,0.388722003,-0.190549999,0.29725799,-1224.300049,0.900000036,-902.1000366,2.024576912,0.018052914,0.015014215,ST
1.66666666666667,0.240453482,-0.144152462,9.583446503,0.754577994,0.015244,0.167683989,-1238.700073,2.700000048,-894.9000244,2.02423349,0.023383659,0.01403596,ST
1.7,0.086132586,0.019140575,9.73776722,0.693601966,-0.121951997,0.030487999,-1217.100098,-2.100000143,-887.7000122,2.024379266,0.012813475,0.001336221,ST
1.73333333333333,0.140563592,-0.030505292,9.60677433,0.510674,-0.373477995,0.350611985,-1224.300049,-3.300000191,-890.1000366,2.023751344,0.014539193,0.002004924,ST
1.76666666666667,0.25660333,-0.056225438,9.640868187,0.213415995,-0.266770005,0.472563982,-1224.300049,-4.5,-897.3000488,2.022880867,0.023303074,0.004431578,ST
1.8,0.273949474,-0.071777157,9.683336258,0.335367978,0.038109999,0.396344006,-1229.100098,3.300000191,-880.500061,2.022140006,0.026735893,0.006118689,ST
1.83333333333333,0.212938905,-0.07058087,9.700084686,0.434453994,-0.076219998,0.236281991,-1214.700073,0.900000036,-892.500061,2.021678678,0.023357546,0.006415775,ST
1.86666666666667,0.101684302,-0.031103434,9.609167099,0.525918007,-0.137196004,0.335367978,-1229.100098,-0.300000012,-878.1000366,2.021099864,0.014261655,0.003451613,ST
1.9,0.095702872,-0.016748004,9.628307343,0.304879993,0.022865999,0.312501997,-1236.300049,-3.900000095,-902.1000366,2.020508194,0.010989143,0.0017735,ST
1.93333333333333,0.072973445,-0.043664437,9.675560951,0.365855992,-0.022865999,0.449698001,-1224.300049,-9.900000572,-902.1000366,2.019686348,0.008559795,0.003275772,ST
1.96666666666667,0.098095447,-0.068188302,9.684533119,0.365855992,-0.175305992,0.388722003,-1231.5,1.5,-897.3000488,2.018987468,0.009868544,0.005466428,ST
2.0,0.126806304,-0.018542431,9.628307343,0.358233988,-0.282013983,0.327746004,-1231.5,1.5,-890.1000366,2.018444869,0.012519322,0.002558029,ST
2.03333333333333,0.07596416,-0.025720147,9.573278427,0.259148002,-0.327746004,0.350611985,-1221.900024,-0.300000012,-897.3000488,2.017835057,0.009712532,0.002336396,ST
2.06666666666667,0.135778457,-0.047253296,9.681542397,0.106707998,-0.243903995,0.274392009,-1236.300049,1.5,-890.1000366,2.017338842,0.013023478,0.003989155,ST
